id,gt,top1,top2,base_ok,triggered,override,final_ok
EvW4wZ,"[1, 2, 4, 3]","[1, 3, 4, 2]","[1, 2, 4, 3]",False,False,False,False
Q3qZpB,"[4, 1, 2, 3]","[4, 1, 2, 3]","[3, 1, 2, 4]",True,False,False,True
2RlbGF,"[2, 1, 4, 3]","[2, 1, 3, 4]","[2, 1, 4, 3]",False,True,False,False
27koCV,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",True,True,False,True
9hXOPn,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
QV5c6g,"[2, 4, 3, 1]","[2, 4, 3, 1]","[3, 4, 1, 2]",True,False,False,True
DdCFiJ,"[4, 3, 2, 1]","[1, 4, 3, 2]","[1, 2, 3, 4]",False,False,False,False
LEgh5D,"[2, 1, 3, 4]","[2, 1, 3, 4]","[1, 2, 3, 4]",True,True,False,True
m8jqXq,"[2, 4, 3, 1]","[2, 4, 3, 1]","[1, 4, 3, 2]",True,False,False,True
ykLpJ0,"[3, 4, 1, 2]","[3, 4, 1, 2]","[1, 4, 2, 3]",True,False,False,True
6rn63L,"[1, 2, 4, 3]","[1, 2, 4, 3]","[2, 1, 4, 3]",True,True,True,False
Thr767,"[2, 1, 4, 3]","[2, 1, 4, 3]","[1, 2, 4, 3]",True,True,False,True
mOs6kD,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",True,True,True,False
2UlJkP,"[3, 4, 2, 1]","[4, 3, 2, 1]","[3, 4, 2, 1]",False,True,False,False
mewn9z,"[4, 2, 1, 3]","[1, 2, 3, 4]","[1, 2, 4, 3]",False,True,False,False
FB45gJ,"[3, 2, 4, 1]","[3, 2, 4, 1]","[1, 2, 4, 3]",True,False,False,True
a2AhwM,"[3, 1, 4, 2]","[4, 2, 3, 1]","[1, 2, 3, 4]",False,False,False,False
fKbHF9,"[1, 3, 2, 4]","[1, 3, 2, 4]","[2, 3, 1, 4]",True,False,False,True
OxtN7u,"[4, 3, 2, 1]","[4, 3, 2, 1]","[1, 3, 2, 4]",True,False,False,True
jvbfaH,"[1, 4, 2, 3]","[1, 4, 2, 3]","[1, 4, 3, 2]",True,True,False,True
aXfsGc,"[2, 1, 3, 4]","[3, 4, 2, 1]","[2, 3, 1, 4]",False,False,False,False
URcjrA,"[3, 4, 2, 1]","[3, 4, 2, 1]","[1, 4, 3, 2]",True,False,False,True
QGkL0S,"[2, 1, 3, 4]","[2, 1, 4, 3]","[4, 1, 3, 2]",False,False,False,False
Vh5IM4,"[4, 1, 2, 3]","[4, 3, 2, 1]","[4, 3, 1, 2]",False,True,True,False
P5yaWN,"[1, 3, 2, 4]","[1, 3, 2, 4]","[2, 3, 1, 4]",True,False,False,True
qv6sDe,"[3, 1, 2, 4]","[3, 1, 2, 4]","[4, 1, 2, 3]",True,False,False,True
1K9jth,"[2, 1, 3, 4]","[2, 1, 4, 3]","[2, 1, 3, 4]",False,True,True,True
Bcu5Dd,"[1, 4, 2, 3]","[1, 4, 2, 3]","[1, 3, 2, 4]",True,False,False,True
su4bIS,"[4, 1, 3, 2]","[4, 1, 3, 2]","[1, 2, 4, 3]",True,False,False,True
WDkNBQ,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,True,False
PhEg2p,"[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 3, 4, 2]",True,True,True,False
skO5aA,"[4, 3, 2, 1]","[3, 4, 2, 1]","[4, 3, 2, 1]",False,True,False,False
ZoJcQ1,"[1, 4, 3, 2]","[2, 4, 3, 1]","[1, 4, 3, 2]",False,False,False,False
YFp3rY,"[3, 2, 1, 4]","[3, 2, 1, 4]","[3, 1, 2, 4]",True,True,False,True
UReCYn,"[1, 4, 3, 2]","[4, 1, 2, 3]","[3, 1, 2, 4]",False,False,False,False
t5h16L,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
tBnX74,"[2, 4, 1, 3]","[2, 4, 1, 3]","[1, 4, 2, 3]",True,False,False,True
jayBIp,"[2, 1, 4, 3]","[3, 1, 4, 2]","[3, 2, 4, 1]",False,False,False,False
DNMhk8,"[2, 3, 4, 1]","[2, 3, 4, 1]","[1, 3, 4, 2]",True,False,False,True
TKOisr,"[2, 4, 1, 3]","[2, 4, 1, 3]","[2, 3, 1, 4]",True,False,False,True
S13Mk9,"[1, 3, 2, 4]","[2, 4, 1, 3]","[2, 3, 1, 4]",False,False,False,False
8KLxeX,"[1, 2, 3, 4]","[2, 1, 3, 4]","[1, 2, 3, 4]",False,True,False,False
h2cXOd,"[1, 3, 2, 4]","[1, 3, 2, 4]","[1, 2, 3, 4]",True,True,False,True
SZedMS,"[2, 3, 4, 1]","[2, 3, 4, 1]","[1, 3, 4, 2]",True,False,False,True
Af7Hi5,"[1, 4, 3, 2]","[1, 4, 3, 2]","[2, 4, 3, 1]",True,False,False,True
zvN5dD,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 3, 1, 4]",True,False,False,True
lRwMEI,"[1, 3, 2, 4]","[4, 2, 3, 1]","[3, 1, 2, 4]",False,False,False,False
OorBWF,"[3, 1, 2, 4]","[3, 1, 2, 4]","[4, 1, 2, 3]",True,False,False,True
ghmP7i,"[1, 4, 2, 3]","[1, 4, 2, 3]","[4, 1, 2, 3]",True,False,False,True
IBhLMV,"[4, 3, 1, 2]","[4, 3, 1, 2]","[4, 2, 1, 3]",True,False,False,True
qt8U3C,"[2, 3, 4, 1]","[2, 4, 1, 3]","[4, 2, 1, 3]",False,False,False,False
PxcQEr,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 4, 2, 1]",True,False,False,True
PnLRHB,"[4, 2, 3, 1]","[2, 4, 3, 1]","[2, 3, 4, 1]",False,True,True,False
t0JW1G,"[1, 2, 4, 3]","[4, 3, 2, 1]","[2, 3, 4, 1]",False,False,False,False
Kz8NMB,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
uOW3xp,"[2, 4, 3, 1]","[2, 4, 3, 1]","[2, 3, 4, 1]",True,True,False,True
ZkHTIc,"[2, 1, 3, 4]","[2, 1, 3, 4]","[3, 4, 2, 1]",True,False,False,True
anYWhv,"[1, 4, 2, 3]","[1, 4, 2, 3]","[2, 4, 1, 3]",True,False,False,True
1LW7Dk,"[3, 1, 4, 2]","[3, 1, 4, 2]","[4, 1, 3, 2]",True,False,False,True
aPIpgB,"[2, 4, 3, 1]","[2, 4, 3, 1]","[3, 4, 2, 1]",True,False,False,True
gW6BSQ,"[4, 1, 2, 3]","[2, 3, 1, 4]","[3, 2, 1, 4]",False,True,False,False
sr82gP,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 4, 1, 2]",True,True,False,True
tXrGbM,"[1, 3, 4, 2]","[1, 3, 4, 2]","[4, 1, 2, 3]",True,False,False,True
p5tPYx,"[2, 3, 4, 1]","[4, 3, 2, 1]","[3, 4, 1, 2]",False,False,False,False
Nz0QfC,"[1, 3, 2, 4]","[3, 2, 4, 1]","[3, 1, 4, 2]",False,False,False,False
B0mMsW,"[1, 2, 3, 4]","[3, 4, 2, 1]","[4, 3, 1, 2]",False,False,False,False
G4eptB,"[2, 4, 3, 1]","[2, 4, 3, 1]","[1, 4, 3, 2]",True,False,False,True
Sq803M,"[1, 4, 2, 3]","[1, 3, 2, 4]","[1, 4, 2, 3]",False,False,False,False
Iab5cM,"[1, 3, 2, 4]","[3, 1, 2, 4]","[1, 3, 2, 4]",False,False,False,False
jSgGCx,"[2, 3, 1, 4]","[2, 4, 3, 1]","[3, 4, 2, 1]",False,False,False,False
a1Myrw,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 2, 4, 1]",True,False,False,True
fvUtrQ,"[4, 2, 1, 3]","[4, 1, 2, 3]","[4, 2, 1, 3]",False,True,True,True
Ubpbu9,"[1, 2, 3, 4]","[1, 2, 3, 4]","[3, 4, 1, 2]",True,False,False,True
dz9BPm,"[1, 2, 4, 3]","[1, 2, 4, 3]","[1, 2, 3, 4]",True,True,False,True
5kD5Du,"[3, 1, 4, 2]","[4, 1, 3, 2]","[1, 2, 4, 3]",False,False,False,False
OEvq42,"[2, 4, 1, 3]","[2, 4, 1, 3]","[2, 3, 1, 4]",True,False,False,True
IVgZKZ,"[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 2, 4, 3]",True,False,False,True
ETpzhV,"[2, 3, 4, 1]","[1, 3, 4, 2]","[1, 4, 3, 2]",False,True,False,False
TmzS0X,"[1, 4, 2, 3]","[1, 2, 4, 3]","[4, 2, 3, 1]",False,False,False,False
Wdizm2,"[1, 2, 3, 4]","[4, 3, 2, 1]","[1, 2, 3, 4]",False,False,False,False
EVpLCw,"[4, 3, 1, 2]","[4, 3, 1, 2]","[3, 4, 1, 2]",True,True,False,True
qeGyqo,"[4, 3, 2, 1]","[4, 3, 2, 1]","[1, 2, 3, 4]",True,False,False,True
u5Uo0c,"[3, 4, 1, 2]","[4, 3, 1, 2]","[3, 4, 1, 2]",False,True,False,False
3ECICn,"[1, 2, 3, 4]","[1, 2, 3, 4]","[4, 2, 3, 1]",True,False,False,True
eCdVrO,"[1, 3, 2, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",False,True,True,True
gNF434,"[3, 2, 1, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",False,True,False,False
dwu8Ff,"[1, 2, 3, 4]","[1, 4, 2, 3]","[1, 3, 2, 4]",False,False,False,False
CpFYgb,"[1, 3, 2, 4]","[4, 1, 3, 2]","[3, 1, 4, 2]",False,False,False,False
n0xUax,"[2, 4, 3, 1]","[2, 4, 3, 1]","[2, 3, 4, 1]",True,True,False,True
6DA2hT,"[2, 3, 1, 4]","[2, 3, 1, 4]","[1, 3, 2, 4]",True,False,False,True
cVPddD,"[2, 4, 1, 3]","[2, 3, 4, 1]","[2, 4, 1, 3]",False,False,False,False
yrjO1l,"[1, 3, 2, 4]","[1, 3, 2, 4]","[2, 3, 1, 4]",True,False,False,True
cbobN9,"[3, 4, 1, 2]","[2, 3, 1, 4]","[3, 4, 1, 2]",False,False,False,False
2X4Fdd,"[1, 3, 4, 2]","[1, 4, 3, 2]","[1, 4, 2, 3]",False,True,False,False
zxUb19,"[4, 1, 2, 3]","[4, 1, 2, 3]","[4, 2, 1, 3]",True,True,False,True
D8MpMn,"[4, 2, 1, 3]","[4, 2, 1, 3]","[3, 2, 1, 4]",True,False,False,True
s0r7ae,"[4, 1, 3, 2]","[4, 1, 3, 2]","[3, 4, 2, 1]",True,False,False,True
cLEF1f,"[4, 3, 2, 1]","[3, 4, 2, 1]","[3, 4, 1, 2]",False,True,False,False
djpKhG,"[2, 1, 3, 4]","[2, 1, 3, 4]","[3, 1, 2, 4]",True,False,False,True
oA6PJi,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",True,True,True,False
QirXNB,"[1, 2, 3, 4]","[2, 1, 3, 4]","[1, 2, 3, 4]",False,True,False,False
APS29x,"[3, 1, 2, 4]","[3, 1, 2, 4]","[3, 2, 1, 4]",True,True,True,False
iByT16,"[3, 4, 1, 2]","[3, 4, 1, 2]","[1, 4, 3, 2]",True,False,False,True
M2XfZN,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 3, 2, 4]",True,True,True,False
LM5A5G,"[3, 1, 4, 2]","[3, 1, 2, 4]","[3, 1, 4, 2]",False,False,False,False
atG5Hu,"[3, 2, 4, 1]","[3, 2, 4, 1]","[2, 3, 4, 1]",True,True,False,True
6y2XLs,"[4, 3, 2, 1]","[4, 3, 2, 1]","[3, 4, 2, 1]",True,True,False,True
KOkX91,"[2, 1, 4, 3]","[3, 4, 1, 2]","[2, 1, 4, 3]",False,False,False,False
qNfUOX,"[1, 2, 4, 3]","[4, 3, 1, 2]","[2, 3, 1, 4]",False,False,False,False
AcuLSh,"[2, 1, 3, 4]","[3, 1, 2, 4]","[4, 1, 2, 3]",False,False,False,False
aJCYYM,"[3, 1, 4, 2]","[3, 1, 4, 2]","[4, 1, 3, 2]",True,False,False,True
HsaihT,"[1, 3, 2, 4]","[2, 3, 1, 4]","[1, 2, 3, 4]",False,False,False,False
aP9rAk,"[4, 3, 2, 1]","[4, 3, 2, 1]","[4, 2, 3, 1]",True,True,True,False
ToTfjg,"[3, 4, 2, 1]","[4, 3, 1, 2]","[4, 3, 2, 1]",False,True,False,False
RMtzAf,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
xAo3gj,"[4, 3, 2, 1]","[4, 3, 2, 1]","[3, 4, 2, 1]",True,True,False,True
2VMK0P,"[3, 1, 4, 2]","[3, 2, 1, 4]","[1, 4, 3, 2]",False,False,False,False
Kbym9A,"[3, 4, 1, 2]","[1, 4, 2, 3]","[2, 1, 3, 4]",False,False,False,False
8kpquE,"[1, 4, 2, 3]","[3, 4, 2, 1]","[2, 4, 3, 1]",False,False,False,False
YWwYeh,"[3, 1, 4, 2]","[3, 1, 2, 4]","[2, 1, 3, 4]",False,False,False,False
16gB5M,"[2, 1, 3, 4]","[3, 1, 2, 4]","[4, 1, 2, 3]",False,False,False,False
WvElgb,"[4, 3, 1, 2]","[4, 3, 1, 2]","[4, 2, 1, 3]",True,False,False,True
2i516Z,"[1, 2, 3, 4]","[1, 2, 3, 4]","[3, 2, 1, 4]",True,False,False,True
Rvd9hZ,"[2, 1, 4, 3]","[2, 1, 4, 3]","[2, 1, 3, 4]",True,True,False,True
d2yH1i,"[4, 1, 3, 2]","[4, 1, 2, 3]","[4, 1, 3, 2]",False,True,True,True
ERAFUq,"[2, 1, 4, 3]","[2, 1, 4, 3]","[1, 2, 4, 3]",True,True,False,True
rRyqT9,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 2, 4, 1]",True,False,False,True
9g0EBE,"[2, 1, 4, 3]","[2, 1, 4, 3]","[4, 1, 3, 2]",True,False,False,True
7RSn4H,"[4, 3, 1, 2]","[4, 3, 1, 2]","[4, 2, 1, 3]",True,False,False,True
CJgMn8,"[3, 1, 2, 4]","[2, 1, 3, 4]","[2, 3, 4, 1]",False,False,False,False
haiAqu,"[2, 3, 4, 1]","[1, 3, 4, 2]","[1, 2, 4, 3]",False,False,False,False
anNAyO,"[1, 4, 3, 2]","[1, 4, 3, 2]","[2, 4, 3, 1]",True,False,False,True
FNqJeo,"[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 4, 3, 2]",True,True,True,False
l5ECOG,"[4, 3, 2, 1]","[2, 1, 4, 3]","[3, 2, 4, 1]",False,False,False,False
izB9hG,"[4, 1, 3, 2]","[4, 1, 3, 2]","[4, 2, 3, 1]",True,False,False,True
HORgSJ,"[4, 3, 1, 2]","[2, 4, 1, 3]","[1, 4, 2, 3]",False,False,False,False
fjWVfC,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 4, 1, 2]",True,True,False,True
ZaTNaL,"[3, 4, 1, 2]","[4, 2, 1, 3]","[3, 1, 4, 2]",False,False,False,False
EQpDDa,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 2, 4, 1]",True,False,False,True
gQOlEz,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
U6KSIF,"[3, 4, 2, 1]","[4, 3, 2, 1]","[3, 4, 2, 1]",False,True,True,True
S48spZ,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 3, 4, 2]",True,False,False,True
MBnNaa,"[4, 2, 1, 3]","[3, 1, 4, 2]","[4, 2, 1, 3]",False,False,False,False
wP2x0b,"[2, 4, 1, 3]","[2, 4, 1, 3]","[1, 3, 4, 2]",True,False,False,True
1OWTfc,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 1, 2, 4]",True,False,False,True
NYubDl,"[4, 3, 1, 2]","[3, 4, 2, 1]","[4, 3, 2, 1]",False,True,True,False
Uj2j8U,"[2, 4, 1, 3]","[2, 4, 1, 3]","[2, 3, 1, 4]",True,False,False,True
Q3y4BY,"[2, 4, 1, 3]","[2, 4, 1, 3]","[3, 4, 1, 2]",True,False,False,True
CsznHj,"[1, 4, 2, 3]","[2, 4, 3, 1]","[2, 4, 1, 3]",False,False,False,False
jUU3Hs,"[1, 2, 4, 3]","[1, 4, 2, 3]","[2, 1, 3, 4]",False,False,False,False
wfCR8h,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,True,False
IQvwSl,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 3, 1, 4]",True,False,False,True
GwMhuN,"[4, 1, 3, 2]","[4, 1, 3, 2]","[4, 3, 1, 2]",True,False,False,True
s1TaKr,"[1, 3, 2, 4]","[1, 3, 2, 4]","[3, 2, 1, 4]",True,False,False,True
kbMmH2,"[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 3, 4, 2]",True,True,True,False
F8jR96,"[3, 4, 1, 2]","[3, 4, 1, 2]","[1, 4, 3, 2]",True,False,False,True
SzElzn,"[1, 2, 3, 4]","[1, 3, 2, 4]","[1, 2, 3, 4]",False,True,False,False
T6uAKR,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 2, 4, 1]",True,False,False,True
yN0RZf,"[3, 2, 4, 1]","[3, 1, 4, 2]","[2, 4, 3, 1]",False,False,False,False
scqXbe,"[1, 2, 3, 4]","[1, 2, 4, 3]","[1, 2, 3, 4]",False,True,False,False
CAeBgY,"[2, 1, 4, 3]","[2, 1, 4, 3]","[2, 1, 3, 4]",True,True,True,False
ggjBSF,"[4, 3, 1, 2]","[4, 3, 1, 2]","[4, 2, 1, 3]",True,False,False,True
fZqahw,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
dE6x3d,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
qPMhnu,"[2, 1, 3, 4]","[2, 1, 3, 4]","[4, 3, 1, 2]",True,False,False,True
yxjcbx,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
osmaQr,"[2, 3, 1, 4]","[2, 3, 1, 4]","[2, 4, 1, 3]",True,False,False,True
em7AKe,"[4, 2, 3, 1]","[1, 3, 2, 4]","[2, 4, 3, 1]",False,False,False,False
PqTtzW,"[1, 4, 3, 2]","[1, 4, 2, 3]","[1, 4, 3, 2]",False,True,True,True
eIKbXE,"[2, 3, 1, 4]","[2, 3, 1, 4]","[1, 3, 2, 4]",True,False,False,True
pMhl7a,"[3, 4, 2, 1]","[3, 4, 2, 1]","[2, 4, 3, 1]",True,False,False,True
5ln3UH,"[2, 4, 3, 1]","[2, 4, 3, 1]","[3, 4, 2, 1]",True,False,False,True
JhMxQi,"[4, 3, 2, 1]","[4, 3, 2, 1]","[4, 1, 3, 2]",True,False,False,True
dfuXbI,"[1, 4, 3, 2]","[1, 4, 3, 2]","[2, 1, 4, 3]",True,False,False,True
onPXv9,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
lHkDgA,"[3, 2, 1, 4]","[3, 4, 1, 2]","[4, 3, 1, 2]",False,True,False,False
upNrm3,"[1, 2, 3, 4]","[3, 4, 2, 1]","[4, 3, 2, 1]",False,True,False,False
9yNAYu,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
E7z7VD,"[2, 4, 3, 1]","[2, 4, 3, 1]","[1, 4, 3, 2]",True,False,False,True
h6PmsH,"[3, 4, 1, 2]","[3, 4, 1, 2]","[3, 4, 2, 1]",True,True,False,True
NLVdmN,"[2, 3, 4, 1]","[1, 3, 4, 2]","[2, 3, 4, 1]",False,False,False,False
E7Otxb,"[4, 1, 3, 2]","[4, 3, 1, 2]","[3, 2, 1, 4]",False,False,False,False
BgSs2w,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 4, 1, 2]",True,True,True,False
rDwcNs,"[2, 1, 4, 3]","[1, 2, 4, 3]","[2, 1, 3, 4]",False,False,False,False
7rNyX3,"[4, 1, 2, 3]","[4, 1, 3, 2]","[1, 2, 4, 3]",False,False,False,False
q1Iw5e,"[1, 3, 2, 4]","[1, 4, 3, 2]","[3, 4, 2, 1]",False,False,False,False
6Z4g7i,"[2, 3, 4, 1]","[4, 3, 1, 2]","[3, 4, 1, 2]",False,True,False,False
tZRHEp,"[2, 1, 4, 3]","[2, 1, 4, 3]","[2, 1, 3, 4]",True,True,False,True
xyIrL0,"[3, 4, 2, 1]","[3, 2, 4, 1]","[2, 3, 1, 4]",False,False,False,False
3AdZl0,"[1, 2, 4, 3]","[1, 2, 4, 3]","[3, 2, 4, 1]",True,False,False,True
8Ye2HS,"[1, 3, 2, 4]","[1, 3, 2, 4]","[2, 1, 3, 4]",True,False,False,True
VUn6Kq,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,False,True
a9IthZ,"[4, 2, 3, 1]","[4, 1, 2, 3]","[4, 1, 3, 2]",False,True,False,False
u9efXP,"[3, 4, 1, 2]","[3, 4, 1, 2]","[2, 4, 1, 3]",True,False,False,True
tfH7rQ,"[1, 2, 3, 4]","[4, 2, 1, 3]","[1, 3, 2, 4]",False,False,False,False
wCHhDD,"[4, 1, 3, 2]","[1, 4, 2, 3]","[1, 2, 3, 4]",False,False,False,False
g3lyqO,"[4, 3, 2, 1]","[1, 2, 4, 3]","[2, 1, 4, 3]",False,True,False,False
1T7HPC,"[2, 3, 1, 4]","[2, 3, 1, 4]","[1, 3, 2, 4]",True,False,False,True
jYoUnm,"[1, 4, 3, 2]","[1, 4, 3, 2]","[2, 4, 3, 1]",True,False,False,True
d861TP,"[2, 3, 4, 1]","[2, 4, 3, 1]","[1, 4, 3, 2]",False,False,False,False
DMdssR,"[2, 3, 1, 4]","[2, 3, 1, 4]","[1, 3, 2, 4]",True,False,False,True
HDYzkT,"[4, 2, 3, 1]","[3, 4, 2, 1]","[4, 2, 3, 1]",False,False,False,False
07j9L5,"[1, 2, 4, 3]","[1, 2, 3, 4]","[2, 3, 1, 4]",False,False,False,False
ZDbxLB,"[4, 2, 1, 3]","[1, 3, 2, 4]","[2, 3, 1, 4]",False,False,False,False
gpUZYU,"[3, 2, 1, 4]","[3, 2, 1, 4]","[3, 1, 2, 4]",True,True,False,True
IorMFK,"[4, 1, 3, 2]","[4, 1, 3, 2]","[4, 3, 1, 2]",True,False,False,True
HSC7Tq,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
zQzNvC,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 2, 4, 1]",True,False,False,True
yGCLV7,"[4, 3, 2, 1]","[1, 2, 4, 3]","[1, 2, 3, 4]",False,True,False,False
hUPdsJ,"[2, 3, 1, 4]","[1, 4, 2, 3]","[1, 3, 2, 4]",False,False,False,False
jIVeqm,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
MRUson,"[3, 2, 1, 4]","[3, 2, 1, 4]","[3, 1, 2, 4]",True,True,False,True
1b4O3W,"[4, 3, 2, 1]","[4, 3, 2, 1]","[2, 3, 4, 1]",True,False,False,True
mnYFlF,"[1, 4, 2, 3]","[1, 4, 2, 3]","[2, 4, 1, 3]",True,False,False,True
ErZTIK,"[1, 3, 2, 4]","[1, 4, 2, 3]","[1, 3, 2, 4]",False,False,False,False
IHDX3C,"[4, 2, 3, 1]","[4, 2, 3, 1]","[3, 2, 4, 1]",True,False,False,True
I3c4q8,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 4, 3]",True,True,False,True
zXM1dx,"[4, 3, 2, 1]","[4, 3, 2, 1]","[3, 4, 2, 1]",True,True,False,True
dYdksO,"[2, 4, 3, 1]","[2, 1, 4, 3]","[2, 1, 3, 4]",False,True,False,False
eWL7OG,"[1, 4, 2, 3]","[1, 4, 2, 3]","[2, 4, 1, 3]",True,False,False,True
lYwU8P,"[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 1, 3, 4]",True,True,True,False
zWXhgr,"[1, 3, 2, 4]","[1, 4, 3, 2]","[1, 4, 2, 3]",False,True,False,False
